Cut Code,Period,Phase,Bench,Mat Group,Mat Type,Tonnes,Dens(t/m3)
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,4980,2.5
F60-3400,18M11,60,3400,sinst,ore,2784,2.5
F60-3400,18M11,60,3400,oinlc,ore,931.092,2.5
F60-3400,18M11,60,3400,sinst,ore,6504.356,2.5
F60-3400,18M11,60,3400,wpag2,waste,1966.5,2.5
F60-3400,18M11,60,3400,sinst,ore,2824.496,2.5
F60-3400,18M11,60,3400,wpag2,waste,3984,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,2985.012,2.5
F60-3400,18M11,60,3400,sinst,ore,3712.828,2.5
F60-3400,18M11,60,3400,oinlc,ore,929.048,2.5
F60-3400,18M11,60,3400,wpag2,waste,996,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,4879.096,2.5
F60-3400,18M11,60,3400,sinst,ore,928,2.5
F60-3400,18M11,60,3400,wpag1,waste,928,2.5
F60-3400,18M11,60,3400,sinst,ore,1856,2.5
F60-3400,18M11,60,3400,wpag2,waste,6972,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,6972,2.5
F60-3400,18M11,60,3400,wpag2,waste,3984,2.5
F60-3400,18M11,60,3400,wpag2,waste,996,2.5
F60-3400,18M11,60,3400,wpag2,waste,6972,2.5
F60-3400,18M11,60,3400,wpag2,waste,7968,2.5
F60-3400,18M11,60,3400,wpag2,waste,3984,2.5
F60-3400,18M11,60,3400,wpag2,waste,1992,2.5
F60-3400,18M11,60,3400,wpag2,waste,3984,2.5
F60-3400,18M11,60,3400,wpag2,waste,1992,2.5
F60-3392,18M11,60,3392,wpag2,waste,4912,2.5
F60-3392,18M11,60,3392,wpag2,waste,1992,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,996,2.5
F60-3392,18M11,60,3392,wpag2,waste,6564,2.5
F60-3392,18M11,60,3392,wpag1,waste,928,2.5
F60-3392,18M11,60,3392,wpag2,waste,6972,2.5
F60-3392,18M11,60,3392,wpag2,waste,4708,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,6496,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,5976,2.5
F60-3392,18M11,60,3392,wpag2,waste,6632,2.5
F60-3392,18M11,60,3392,wpag1,waste,928,2.5
F60-3392,18M11,60,3392,wpag2,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wpag2,waste,3984,2.5
F60-3392,18M11,60,3392,wpag2,waste,4844,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,6496,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,wnag,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,4640,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wnag,waste,5568,2.5
F60-3392,18M11,60,3392,wpag1,waste,1856,2.5
F60-3392,18M11,60,3392,wpag2,waste,1992,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7492,2.5
F60-3392,18M11,60,3392,wpag2,waste,2784,2.5
F60-3392,18M11,60,3392,wpag1,waste,4640,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wnag,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,6496,2.5
F60-3392,18M11,60,3392,wpag1,waste,1856,2.5
F60-3392,18M11,60,3392,wpag2,waste,3984,2.5
F60-3392,18M11,60,3392,wpag2,waste,6972,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,3712,2.5
F60-3392,18M11,60,3392,wnag,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wnag,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,2988,2.5
F60-3392,18M11,60,3392,wpag2,waste,2988,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7900,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wnag,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,6496,2.5
F60-3392,18M11,60,3392,wnag,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,6496,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,3712,2.5
F60-3392,18M11,60,3392,wpag2,waste,996,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7696,2.5
F60-3392,18M11,60,3392,wpag2,waste,6496,2.5
F60-3392,18M11,60,3392,wpag1,waste,928,2.5
F60-3392,18M11,60,3392,wnag,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,1864.112,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,2988,2.5
F60-3392,18M11,60,3392,wpag1,waste,3848,2.5
F60-3392,18M11,60,3392,wpag2,waste,4980,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7968,2.5
F60-3392,18M11,60,3392,wpag2,waste,7764,2.5
F60-3392,18M11,60,3392,wpag2,waste,7492,2.5
F60-3392,18M11,60,3392,wpag2,waste,2784,2.5
F60-3392,18M11,60,3392,wpag1,waste,4640,2.5
F60-3392,18M11,60,3392,sinst,ore,1856,2.5
F60-3392,18M11,60,3392,wnag,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,4640,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,sinst,ore,4640,2.5
F60-3392,18M11,60,3392,wpag1,waste,1856,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,sinst,ore,3715.82,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,sinst,ore,1858.916,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag1,waste,996,2.5
F60-3392,18M11,60,3392,wnag,waste,2784,2.5
F60-3392,18M11,60,3392,wpag1,waste,1856,2.5
F60-3392,18M11,60,3392,wnag,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,3712,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,6496,2.5
F60-3392,18M11,60,3392,wpag1,waste,928,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,sinst,ore,5568,2.5
F60-3392,18M11,60,3392,wpag1,waste,928,2.5
F60-3392,18M11,60,3392,wpag2,waste,4731.652,2.5
F60-3392,18M11,60,3392,sinst,ore,2784,2.5
F60-3392,18M11,60,3392,wpag2,waste,3859.32,2.5
F60-3392,18M11,60,3392,sinst,ore,932,2.5
F60-3392,18M11,60,3392,wpag1,waste,2784,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,4640,2.5
F60-3392,18M11,60,3392,wpag2,waste,6506.7,2.5
F60-3392,18M11,60,3392,wpag1,waste,996,2.5
F60-3392,18M11,60,3392,wpag2,waste,1992,2.5
F60-3392,18M11,60,3392,wpag1,waste,5976,2.5
F60-3392,18M11,60,3392,wpag2,waste,6972,2.5
F60-3392,18M11,60,3392,wpag2,waste,996,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7426.588,2.5
F60-3392,18M11,60,3392,wpag2,waste,996,2.5
F60-3392,18M11,60,3392,wpag2,waste,5976,2.5
F60-3392,18M11,60,3392,wpag2,waste,1992,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,wpag2,waste,929.48,2.5
F60-3392,18M11,60,3392,wpag2,waste,996,2.5
F60-3392,18M11,60,3392,wpag2,waste,6768,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,5568,2.5
F60-3392,18M11,60,3392,wpag1,waste,1856,2.5
F60-3392,18M11,60,3392,wpag2,waste,1856,2.5
F60-3392,18M11,60,3392,wpag1,waste,5568,2.5
F60-3392,18M11,60,3392,wpag2,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,6496,2.5
F60-3392,18M11,60,3392,wpag2,waste,2784,2.5
F60-3392,18M11,60,3392,wpag1,waste,4640,2.5
F60-3392,18M11,60,3392,wpag2,waste,5568,2.5
F60-3392,18M11,60,3392,wpag1,waste,1856,2.5
F60-3392,18M11,60,3392,wpag2,waste,4651.312,2.5
F60-3392,18M11,60,3392,wpag2,waste,5840,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,7424,2.5
F60-3392,18M11,60,3392,wpag2,waste,6496,2.5
F60-3392,18M11,60,3392,wpag1,waste,928,2.5
F60-3392,18M11,60,3392,wpag1,waste,7424,2.5
F60-3392,18M11,60,3392,wpag1,waste,1863.448,2.5
F60-3392,18M11,60,3392,wpag2,waste,3984,2.5
F60-3392,18M11,60,3392,wpag2,waste,2196.653472,2.5
F70-3448,18M11,70,3448,wnag,waste,1102.931111,2.5
F70-3448,18M11,70,3448,wnag,waste,1040,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,7067.464,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,8175.868,2.5
F70-3448,18M11,70,3448,wnag,waste,3042.012,2.5
F70-3448,18M11,70,3448,wpag1,waste,1016.472,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,3024,2.5
F70-3448,18M11,70,3448,wpag1,waste,5040,2.5
F70-3448,18M11,70,3448,wnag,waste,4032,2.5
F70-3448,18M11,70,3448,wpag1,waste,4032,2.5
F70-3448,18M11,70,3448,wnag,waste,8074.324,2.5
F70-3448,18M11,70,3448,wnag,waste,3024,2.5
F70-3448,18M11,70,3448,wnag,waste,2016.988,2.5
F70-3448,18M11,70,3448,wpag1,waste,6049.592,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,5040,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,3024,2.5
F70-3448,18M11,70,3448,wpag1,waste,5040,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,1008,2.5
F70-3448,18M11,70,3448,wpag1,waste,7056,2.5
F70-3448,18M11,70,3448,wnag,waste,6048,2.5
F70-3448,18M11,70,3448,wpag1,waste,2016,2.5
F70-3448,18M11,70,3448,wnag,waste,3024,2.5
F70-3448,18M11,70,3448,wpag1,waste,5040,2.5
F70-3448,18M11,70,3448,wnag,waste,5040,2.5
F70-3448,18M11,70,3448,wpag1,waste,6048,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,4032,2.5
F70-3448,18M11,70,3448,wpag1,waste,4032,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wpag1,waste,3024,2.5
F70-3448,18M11,70,3448,wnag,waste,4032,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wpag1,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,1008,2.5
F70-3448,18M11,70,3448,wpag1,waste,7056,2.5
F70-3448,18M11,70,3448,wnag,waste,2016,2.5
F70-3448,18M11,70,3448,wpag1,waste,6048,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,1008,2.5
F70-3448,18M11,70,3448,wpag1,waste,3024,2.5
F70-3448,18M11,70,3448,wnag,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,5040,2.5
F70-3448,18M11,70,3448,wpag1,waste,3024,2.5
F70-3448,18M11,70,3448,wnag,waste,6048,2.5
F70-3448,18M11,70,3448,wpag1,waste,2016,2.5
F70-3448,18M11,70,3448,wnag,waste,1008,2.5
F70-3448,18M11,70,3448,wpag1,waste,7056,2.5
F70-3448,18M11,70,3448,wnag,waste,3024,2.5
F70-3448,18M11,70,3448,wpag1,waste,2016,2.5
F70-3448,18M11,70,3448,wnag,waste,5040,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,2016,2.5
F70-3448,18M11,70,3448,wpag1,waste,6048,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,3024,2.5
F70-3448,18M11,70,3448,wpag1,waste,4032,2.5
F70-3448,18M11,70,3448,wnag,waste,5040,2.5
F70-3448,18M11,70,3448,wpag1,waste,3024,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,4032,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,2016,2.5
F70-3448,18M11,70,3448,wnag,waste,5040,2.5
F70-3448,18M11,70,3448,wpag1,waste,3024,2.5
F70-3448,18M11,70,3448,wnag,waste,4032,2.5
F70-3448,18M11,70,3448,wpag1,waste,4032,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,5040,2.5
F70-3448,18M11,70,3448,wnag,waste,7056,2.5
F70-3448,18M11,70,3448,wpag1,waste,1008,2.5
F70-3448,18M11,70,3448,wnag,waste,6048,2.5
F70-3448,18M11,70,3448,wpag1,waste,2016,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,4750.213611,2.5
F70-3448,18M11,70,3448,wnag,waste,4032,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F70-3448,18M11,70,3448,wnag,waste,8064,2.5
F40-3280,18M12,40,3280,oarhg,ore,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,3024,2.5
F40-3280,18M12,40,3280,oarmg,ore,4032,2.5
F40-3280,18M12,40,3280,oarlg,ore,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,5040,2.5
F40-3280,18M12,40,3280,sarst,ore,1008,2.5
F40-3280,18M12,40,3280,oarhg,ore,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,4032,2.5
F40-3280,18M12,40,3280,oarmg,ore,3024,2.5
F40-3280,18M12,40,3280,oarlg,ore,7056,2.5
F40-3280,18M12,40,3280,sarst,ore,1008,2.5
F40-3280,18M12,40,3280,oarmg,ore,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,1008,2.5
F40-3280,18M12,40,3280,oarmg,ore,4032,2.5
F40-3280,18M12,40,3280,oarhg,ore,3024,2.5
F40-3280,18M12,40,3280,oarmg,ore,5040,2.5
F40-3280,18M12,40,3280,oarlg,ore,7056,2.5
F40-3280,18M12,40,3280,oarmg,ore,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,5040,2.5
F40-3280,18M12,40,3280,oarmg,ore,1008,2.5
F40-3280,18M12,40,3280,sarst,ore,2016,2.5
F40-3280,18M12,40,3280,oarlg,ore,855.0381221,2.5
F40-3280,18M12,40,3280,oarmg,ore,513.0228733,2.5
F40-3280,18M12,40,3280,oarlg,ore,5040,2.5
F40-3280,18M12,40,3280,wnag,waste,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,3024,2.5
F40-3280,18M12,40,3280,sarst,ore,3024,2.5
F40-3280,18M12,40,3280,wnag,waste,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,5040,2.5
F40-3280,18M12,40,3280,oarmg,ore,1008,2.5
F40-3280,18M12,40,3280,sarst,ore,2016,2.5
F40-3280,18M12,40,3280,oarlg,ore,7056,2.5
F40-3280,18M12,40,3280,wnag,waste,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,7056,2.5
F40-3280,18M12,40,3280,wnag,waste,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,4032,2.5
F40-3280,18M12,40,3280,sarst,ore,3024,2.5
F40-3280,18M12,40,3280,wnag,waste,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,5040,2.5
F40-3280,18M12,40,3280,oarmg,ore,1008,2.5
F40-3280,18M12,40,3280,sarst,ore,1008,2.5
F40-3280,18M12,40,3280,wnag,waste,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,3024,2.5
F40-3280,18M12,40,3280,oarmg,ore,4032,2.5
F40-3280,18M12,40,3280,sarst,ore,1008,2.5
F40-3280,18M12,40,3280,oarhg,ore,1008,2.5
F40-3280,18M12,40,3280,oarmg,ore,7056,2.5
F40-3280,18M12,40,3280,oarmg,ore,4032,2.5
F40-3280,18M12,40,3280,oarmg,ore,4032,2.5
F40-3280,18M12,40,3280,oarlg,ore,1008,2.5
F40-3280,18M12,40,3280,sarst,ore,2016,2.5
F40-3280,18M12,40,3280,wnag,waste,5040,2.5
F40-3280,18M12,40,3280,oarlg,ore,2016,2.5
F40-3280,18M12,40,3280,oarmg,ore,5040,2.5
F40-3280,18M12,40,3280,sarst,ore,1008,2.5
F40-3280,18M12,40,3280,oarlg,ore,2016,2.5
F40-3280,18M12,40,3280,oarmg,ore,6048,2.5
F40-3280,18M12,40,3280,oarlg,ore,2016,2.5
F40-3280,18M12,40,3280,oarmg,ore,4032,2.5
F40-3280,18M12,40,3280,oarlg,ore,902.9907118,2.5
F40-3280,18M12,40,3280,oarmg,ore,6320.934983,2.5
F40-3280,18M12,40,3280,oarlg,ore,2016,2.5
F40-3280,18M12,40,3280,oarmg,ore,5040,2.5
F40-3280,18M12,40,3280,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,2016,2.5
F50-3304,18M12,50,3304,sarst,ore,3024,2.5
F50-3304,18M12,50,3304,oarlg,ore,3024,2.5
F50-3304,18M12,50,3304,sarst,ore,4032,2.5
F50-3304,18M12,50,3304,wpag1,waste,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,3024,2.5
F50-3304,18M12,50,3304,wpag1,waste,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,6048,2.5
F50-3304,18M12,50,3304,oarlg,ore,5040,2.5
F50-3304,18M12,50,3304,sarst,ore,2016,2.5
F50-3304,18M12,50,3304,wnag,waste,6048,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,wnag,waste,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,3024,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,wnag,waste,4032,2.5
F50-3304,18M12,50,3304,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,oarmg,ore,3024,2.5
F50-3304,18M12,50,3304,oarlg,ore,2016,2.5
F50-3304,18M12,50,3304,sarst,ore,2016,2.5
F50-3304,18M12,50,3304,wpag1,waste,1008,2.5
F50-3304,18M12,50,3304,wnag,waste,7056,2.5
F50-3304,18M12,50,3304,oarlg,ore,4032,2.5
F50-3304,18M12,50,3304,sarst,ore,3024,2.5
F50-3304,18M12,50,3304,wnag,waste,1008,2.5
F50-3304,18M12,50,3304,wnag,waste,8064,2.5
F50-3304,18M12,50,3304,oarmg,ore,4032,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,wnag,waste,3024,2.5
F50-3304,18M12,50,3304,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,5040,2.5
F50-3304,18M12,50,3304,wnag,waste,2016,2.5
F50-3304,18M12,50,3304,oarlg,ore,3024,2.5
F50-3304,18M12,50,3304,oarmg,ore,5040,2.5
F50-3304,18M12,50,3304,oarmg,ore,4032,2.5
F50-3304,18M12,50,3304,oarmg,ore,4032,2.5
F50-3304,18M12,50,3304,oarlg,ore,5040,2.5
F50-3304,18M12,50,3304,oarmg,ore,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,wpag1,waste,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,2016,2.5
F50-3304,18M12,50,3304,oarlg,ore,5040,2.5
F50-3304,18M12,50,3304,oarmg,ore,3024,2.5
F50-3304,18M12,50,3304,oarmg,ore,8064,2.5
F50-3304,18M12,50,3304,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,oarmg,ore,7056,2.5
F50-3304,18M12,50,3304,oarhg,ore,1008,2.5
F50-3304,18M12,50,3304,oarmg,ore,3024,2.5
F50-3304,18M12,50,3304,oarlg,ore,2016,2.5
F50-3304,18M12,50,3304,sarst,ore,2016,2.5
F50-3304,18M12,50,3304,wnag,waste,1008,2.5
F50-3304,18M12,50,3304,wpag1,waste,1936,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,5040,2.5
F50-3304,18M12,50,3304,sarst,ore,2016,2.5
F50-3304,18M12,50,3304,wnag,waste,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,5040,2.5
F50-3304,18M12,50,3304,oarmg,ore,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,2016,2.5
F50-3304,18M12,50,3304,oarlg,ore,4032,2.5
F50-3304,18M12,50,3304,oarmg,ore,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,3024,2.5
F50-3304,18M12,50,3304,oarhg,ore,2016,2.5
F50-3304,18M12,50,3304,oarlg,ore,5040,2.5
F50-3304,18M12,50,3304,oarmg,ore,1008,2.5
F50-3304,18M12,50,3304,oarmg,ore,8064,2.5
F50-3304,18M12,50,3304,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,oarmg,ore,7056,2.5
F50-3304,18M12,50,3304,oarlg,ore,2016,2.5
F50-3304,18M12,50,3304,oarmg,ore,6048,2.5
F50-3304,18M12,50,3304,oarlg,ore,6048,2.5
F50-3304,18M12,50,3304,oarmg,ore,2016,2.5
F50-3304,18M12,50,3304,oarlg,ore,2016,2.5
F50-3304,18M12,50,3304,oarmg,ore,2016,2.5
F50-3304,18M12,50,3304,oarlg,ore,3024,2.5
F50-3304,18M12,50,3304,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,oarmg,ore,6048,2.5
F50-3304,18M12,50,3304,sarst,ore,1008,2.5
F50-3304,18M12,50,3304,oarlg,ore,1008,2.5
F50-3304,18M12,50,3304,sarst,ore,4032,2.5
F50-3304,18M12,50,3304,wnag,waste,3024,2.5
F50-3304,18M12,50,3304,oarlg,ore,4032,2.5
F50-3304,18M12,50,3304,oarlg,ore,4032,2.5
F50-3304,18M12,50,3304,oarlg,ore,6048,2.5
